"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","""{{base_url}} se ne preporučuje koristiti u radnoj okolini za određivanje Base Secure URL-a. Strogo preporučujemo mijenjanje ove vrijednosti u Vaš Magento <a href=""""%1"""">konfiguracija</a>.",module,Magento_AdminNotification
One or more of the Cache Types are invalidated: %1.,Jedna ili više vrsta memorije su poništene: %1.,module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Molimo idite na <a href=""""%1"""">upravljanje memorijom</a> i osvježite vrstu memorije.",module,Magento_AdminNotification
We were unable to synchronize one or more media files. Please refer to the log file for details.,Nismo bili u mogućnosti sinkronizirati jednu ili više multimedijskih datoteka. Molimo pogledajte zapisnik za detalje.,module,Magento_AdminNotification
Synchronization of media storages has been completed.,Sinkronizacija medija za pohranu je završena.,module,Magento_AdminNotification
Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.,Vaša web stranica je postavljena nepravilno i omogućuje neautorizirani pristup osjetljivim datotekama. Molimo kontaktirajte Vašeg pružatelja domene.,module,Magento_AdminNotification
System Messages:,Sistemske poruke:,module,Magento_AdminNotification
Critical System Messages,Kritične sistemske poruke,module,Magento_AdminNotification
Major System Messages,Glavne sistemske poruke,module,Magento_AdminNotification
System messages,Sistemske poruke,module,Magento_AdminNotification
Close,Zatvorite,module,Magento_AdminNotification
See All (,Vidi sve (,module,Magento_AdminNotification
unread),nepročitano),module,Magento_AdminNotification
Manage Shopping Cart,Upravljanje košaricom,module,Magento_AdvancedCheckout
Create Order,Napravite narudžbu,module,Magento_AdvancedCheckout
Back,Povratak,module,Magento_AdvancedCheckout
Add Products,Dodajte proizvode,module,Magento_AdvancedCheckout
Update Items and Quantities,Ažurirajte proizvode i količinu,module,Magento_AdvancedCheckout
Are you sure you want to clear your cart?,Jeste li sigurni da želite isprazniti svoju košaricu?,module,Magento_AdvancedCheckout
Clear my shopping cart,Očistite moju košaricu,module,Magento_AdvancedCheckout
Add selections to my cart,Dodajte odabrane proizvode u moju košaricu,module,Magento_AdvancedCheckout
Cancel,Odustanite,module,Magento_AdvancedCheckout
Shopping Cart for %1 in %2,Košarica za %1 u %2,module,Magento_AdvancedCheckout
Select products you want to buy,Odaberite proizvode koje želite kupiti,module,Magento_AdvancedCheckout
Product,Proizvod,module,Magento_AdvancedCheckout
Price,Cijena,module,Magento_AdvancedCheckout
Quantity,Količina,module,Magento_AdvancedCheckout
Products in the Comparison List (%1),Proizvodi na listi za usporedbu (%1),module,Magento_AdvancedCheckout
Last ordered items (%1),Posljednji naručeni proizvodi (%1),module,Magento_AdvancedCheckout
Products,Proizvodi,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
SKU,SKU,module,Magento_AdvancedCheckout
Recently Compared Products (%1),Nedavno uspoređeni proizvodi (%1),module,Magento_AdvancedCheckout
Recently Viewed Products (%1),Nedavno pogledani proizvodi (%1),module,Magento_AdvancedCheckout
Add to Shopping Cart by SKU,Dodajte u košaricu pomoću SKU,module,Magento_AdvancedCheckout
Add to Shopping Cart,Dodajte u košaricu,module,Magento_AdvancedCheckout
Wish List (%1),Lista želja (%1),module,Magento_AdvancedCheckout
Apply,Primijenite,module,Magento_AdvancedCheckout
Configure,Konfigurirajte,module,Magento_AdvancedCheckout
Add to Order by SKU,Dodajte u narudžbu koristeći SKU,module,Magento_AdvancedCheckout
Add to Order,Dodajte u narudžbu,module,Magento_AdvancedCheckout
Add Products to Order,Dodajte proizvod u narudžbu,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""""sku-attention-num"""">%1</span> proizvod/i koji zahtjevaju pažnju.</span>",module,Magento_AdvancedCheckout
Remove All,Uklonite sve,module,Magento_AdvancedCheckout
Only %1%2%3 left in stock,Samo %1%2%3 dostupno,module,Magento_AdvancedCheckout
You can buy up to %1 of these per purchase.,Možete kupiti do %1 ovih proizvoda po kupovini.,module,Magento_AdvancedCheckout
You must buy at least %1 of these per purchase.,Morate kupiti najmanje %1 ovih proizvoda po kupovini.,module,Magento_AdvancedCheckout
Specify the product's options.,Odredite opcije proizvoda.,module,Magento_AdvancedCheckout
Alert me when this item is available.,Obavijesti me kada je ovaj proizvod dostupan.,module,Magento_AdvancedCheckout
We can't find this customer.,Ne možemo pronaći navedenog kupca.,module,Magento_AdvancedCheckout
Shopping cart management is disabled for this customer.,Upravljanje košaricom je onemogućeno za navedenog kupca.,module,Magento_AdvancedCheckout
We can't find this store.,Ne možemo pronaći navedenu trgovinu.,module,Magento_AdvancedCheckout
Customers,Kupci,module,Magento_AdvancedCheckout
Shopping Cart,Košarica,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.",Dogodila se greška. Više informacija možete pronaći u zapisniku o greškama.,module,Magento_AdvancedCheckout
You do not have access to this.,Nemate pristup ovome.,module,Magento_AdvancedCheckout
Ordered item id is not received.,ID naručenog proizvoda nije zaprimljen.,module,Magento_AdvancedCheckout
Ordered item is not loaded.,Naručeni proizvod nije učitan.,module,Magento_AdvancedCheckout
Quote item id is not received.,ID odabranog proizvoda nije zaprimljen.,module,Magento_AdvancedCheckout
Quote item is not loaded.,Označeni proizvod nije učitan.,module,Magento_AdvancedCheckout
The wish list item id is not received.,ID proizvoda iz Vaše liste nije zaprimljen.,module,Magento_AdvancedCheckout
The wish list item is not loaded.,Proizvod iz Vaše liste želja nije ukrcan.,module,Magento_AdvancedCheckout
An error has occurred. See error log for details.,Dogodila se greška. Pogledajte zapisnik o grešci radi detalja.,module,Magento_AdvancedCheckout
You cannot configure a product.,Ne možete konfigurirati proizvod.,module,Magento_AdvancedCheckout
You removed the items.,Uklonili ste proizvode.,module,Magento_AdvancedCheckout
You removed the item.,Uklonili ste proizvod.,module,Magento_AdvancedCheckout
You added %1 to your shopping cart.,Dodali ste %1 proizvod u košaricu.,module,Magento_AdvancedCheckout
You cannot add a product.,Ne možete dodati proizvod.,module,Magento_AdvancedCheckout
Order by SKU,Naručite putem SKU,module,Magento_AdvancedCheckout
SKU not found in catalog.,SKU nije pronađen u katalogu.,module,Magento_AdvancedCheckout
Availability: Out of stock.,Dostupnost: Rasprodano.,module,Magento_AdvancedCheckout
We don't have as many of these as you want.,Nemamo ovog proizvoda koliko trebate.,module,Magento_AdvancedCheckout
You can't add this many to your cart.,Ne možete dodati ovoliko proizvoda u Vašu košaricu.,module,Magento_AdvancedCheckout
You need to choose options for your item.,Potrebno je odabrati mogućnosti za Vaš proizvod.,module,Magento_AdvancedCheckout
We can't add the item to your cart.,Ne možemo dodati proizvod u Vašu košaricu.,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Molimo upišite točan broj u """"Količina"""" polje.",module,Magento_AdvancedCheckout
This product is assigned to another website.,Ovaj je proizvod dodijeljen drugoj web stranici.,module,Magento_AdvancedCheckout
You can add only enabled products.,Možete dodati samo omogućene proizvode.,module,Magento_AdvancedCheckout
You cannot upload this file.,Ne možete prenijeti ovu datoteku.,module,Magento_AdvancedCheckout
The file is empty.,Datoteka je prazna.,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Niste upisali SKU proizvoda. Molimo <a href=""""%1"""">kliknite ovdje</a> kako bi dodali proizvod/e preko SKU-a.",module,Magento_AdvancedCheckout
You have not entered a product SKU.,Niste upisali SKU proizvoda.,module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","Ne možemo dodati proizvod u košaricu putem ID """"%1"""".",module,Magento_AdvancedCheckout
Something went wrong while reordering this product.,Pogreška tijekom ponovnog naručivanja proizvoda.,module,Magento_AdvancedCheckout
We can't find this wish list.,Ne možemo ovo pronaći na Vašoj listi želja.,module,Magento_AdvancedCheckout
You added %1 product to your shopping cart.,Dodali ste %1 proizvod u košaricu.,module,Magento_AdvancedCheckout
You added %1 products to your shopping cart.,Dodali ste %1 proizvoda u košaricu.,module,Magento_AdvancedCheckout
%1 product requires your attention.,%1 proizvod zahtijeva Vašu pažnju.,module,Magento_AdvancedCheckout
%1 products require your attention.,%1 proizvoda zahtijevaju Vašu pažnju.,module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Da, za specifičnu grupu kupaca",module,Magento_AdvancedCheckout
"Yes, for Everyone","Da, za sve",module,Magento_AdvancedCheckout
No,Ne,module,Magento_AdvancedCheckout
The file is corrupt.,Datoteka je neispravna.,module,Magento_AdvancedCheckout
Please upload the file in .csv format.,Molimo prenesite datoteku u .csv formatu.,module,Magento_AdvancedCheckout
%1 item(s) need your attention.,%1 proizvod/a zahtjevaju Vašu pažnju.,module,Magento_AdvancedCheckout
Apply Coupon Code,Iskoristite kupon,module,Magento_AdvancedCheckout
Remove Coupon Code,Uklonite kupon,module,Magento_AdvancedCheckout
Remove,Uklonite,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Kupon """"%1"""" nije valjan.",module,Magento_AdvancedCheckout
Shopping Cart Items,proizvod(a) u košarici,module,Magento_AdvancedCheckout
Qty,Količina,module,Magento_AdvancedCheckout
Subtotal,Ukupno,module,Magento_AdvancedCheckout
Discount,Popust,module,Magento_AdvancedCheckout
Row Subtotal,Red Ukupno,module,Magento_AdvancedCheckout
Action,Action,module,Magento_AdvancedCheckout
No ordered items,Nema naručenih proizvoda,module,Magento_AdvancedCheckout
Total %1 product(s),Ukupno %1 proizvod/a,module,Magento_AdvancedCheckout
Subtotal:,Ukupno:,module,Magento_AdvancedCheckout
Please select,Molimo odaberite,module,Magento_AdvancedCheckout
Move to Wish List,Premješteno na listu želja,module,Magento_AdvancedCheckout
No item specified.,Nema željenog proizvoda.,module,Magento_AdvancedCheckout
Are you sure you want to remove this item?,Jeste li sigurni da želite ukloniti ovaj proizvod?,module,Magento_AdvancedCheckout
SKU number,SKU broj,module,Magento_AdvancedCheckout
Upload File,Prenesite datoteku,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","CSV datoteka mora sadržavati """"SKU"""" i """"kol."""" stupce.",module,Magento_AdvancedCheckout
Reset,Reset,module,Magento_AdvancedCheckout
SKU:,SKU:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Samo <span id=""""%1_max_allowed"""">%2</span> dostupno",module,Magento_AdvancedCheckout
Item,Proizvod,module,Magento_AdvancedCheckout
See price before order confirmation.,Pogledajte cijenu prije potvrđivanja narudžbe.,module,Magento_AdvancedCheckout
What's this?,Što je ovo?,module,Magento_AdvancedCheckout
Incl. Tax,Uključujući porez,module,Magento_AdvancedCheckout
Excl. Tax,Bez poreza,module,Magento_AdvancedCheckout
Edit item parameters,Uredite parametre proizvoda,module,Magento_AdvancedCheckout
Edit,Uređivanje,module,Magento_AdvancedCheckout
Remove item,Uklonite proizvod,module,Magento_AdvancedCheckout
Products Requiring Attention,Proizvodi zahtijevaju Vašu pažnju,module,Magento_AdvancedCheckout
Add to Cart,Dodajte u košaricu,module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
File,Datoteka,module,Magento_AdvancedCheckout
File extensions allowed: .csv,Dopuštene ekstenzije: .csv,module,Magento_AdvancedCheckout
Add Row,Dodajte red,module,Magento_AdvancedCheckout
Remove Row,Uklonite red,module,Magento_AdvancedCheckout
Please correct the data sent.,Molimo ispravite poslane podatke.,module,Magento_AdvancedPricingImportExport
Entity type model '%1' is not found,Nije pronađen vrsta modela entiteta'%1,module,Magento_AdvancedPricingImportExport
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,Vrsta entiteta modela mora biti instanca \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,module,Magento_AdvancedPricingImportExport
There are no product types available for export,Ne postoji vrsta proizvoda dostupna za izvoz,module,Magento_AdvancedPricingImportExport
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,%1 klasa ne sadrži \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,module,Magento_AdvancedRule
Related Search Terms,Povezani pojmovi za pretraživanje,module,Magento_AdvancedSearch
Add New Search Term,Dodajte novi pojam za pretraživanje,module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
Missing search engine parameter.,Nedostaju parametri za pretraživanje.,module,Magento_AdvancedSearch
Successful! Test again?,Uspješno! Testirajte ponovno?,module,Magento_AdvancedSearch
Connection failed! Test again?,Neuspješno povezivanje! Testirajte ponovno?,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC poziv nije uspio, povezivanje isteklo nakon %time_out.",module,Magento_Amqp
Message has been rejected: %1,Poruka odbijena: %1,module,Magento_Amqp
Error while checking if topic is synchronous,Dogodila se pogreška prilikom provjeravanja je li tema sinkronizirana,module,Magento_Amqp
We can't find the role for the user you wanted.,Ne možemo pronaći ulogu za odabranog korisnika.,module,Magento_Authorization
Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.,Nešto je pošlo krivo tijekom kompajliranja liste dozvoljenih resursa. Više informacija možete pronaći u zapisniku iznimaka.,module,Magento_Authorization
You created the order.,Stvorili ste narudžbu.,module,Magento_Authorizenet
Order saving error: %1,Greška prilikom spremanja narudžbe: %1,module,Magento_Authorizenet
Please choose a payment method.,Molimo odaberite način plaćanja.,module,Magento_Authorizenet
We can't process your order right now. Please try again later.,Trenutno ne možemo obraditi Vašu narudžbu. Molimo pokušajte kasnije.,module,Magento_Authorizenet
Unable to place order. Please try again later.,Unable to place order. Please try again later.,module,Magento_Authorizenet
Credit Card: xxxx-%1,Kreditna kartica: xxxx-%1,module,Magento_Authorizenet
amount %1,iznos %1,module,Magento_Authorizenet
failed.,neuspješno.,module,Magento_Authorizenet
successful.,uspješno.,module,Magento_Authorizenet
Authorize.Net Transaction ID %1.,Authorize.Net Transaction ID %1.,module,Magento_Authorizenet
authorize,odobriti,module,Magento_Authorizenet
authorize and capture,odobrite i zabilježite,module,Magento_Authorizenet
capture,zabilježiti,module,Magento_Authorizenet
refund,povrat,module,Magento_Authorizenet
void,poništiti,module,Magento_Authorizenet
Gateway error: %1,Gateway greška: %1,module,Magento_Authorizenet
Something went wrong in the payment gateway.,Dogodila se greška tijekom plaćanja.,module,Magento_Authorizenet
Invalid amount for capture.,Nevažeći iznos.,module,Magento_Authorizenet
Payment capturing error.,Greška prilikom plaćanja.,module,Magento_Authorizenet
Invalid transaction ID.,Nevažeći ID transakcije.,module,Magento_Authorizenet
Payment voiding error.,Greška prilikom poništenja plaćanja.,module,Magento_Authorizenet
Invalid amount for refund.,Krivi iznos za povrat.,module,Magento_Authorizenet
Payment refunding error.,Greška prilikom povrata uplate.,module,Magento_Authorizenet
The transaction was declined because the response hash validation failed.,Transakcija je odbijena jer provjera valjanosti nije uspjela.,module,Magento_Authorizenet
This payment didn't work out because we can't find this order.,Ovo plaćanje nije uspjelo jer ne možemo pronaći navedenu narudžbu.,module,Magento_Authorizenet
There was a payment authorization error.,Došlo je do pogreške prilikom autorizacije plaćanja.,module,Magento_Authorizenet
Please enter a transaction ID to authorize this payment.,Unesite ID transakcije kako biste autorizirali plaćanje.,module,Magento_Authorizenet
Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.,Došlo je do pogreške: uplaćeni iznos ne odgovara iznosu narudžbe. Molimo ispravite ovo i pokušajte ponovno.,module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transakcija %1 je odobrena. Iznos %2. Status transakcije je """"%3""""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","""Transakcija %1 je poništena/odbijena. Status transakcije je """"%2"""". Iznos %3.""",module,Magento_Authorizenet
Authorize Only,Samo autorizacija,module,Magento_Authorizenet
Authorize and Capture,Odobrite i zabilježite,module,Magento_Authorizenet
Unable to get transaction details. Try again later.,Nije moguće dobiti detalje transakcije. Pokušajte ponovno kasnije.,module,Magento_Authorizenet
Credit Card Type,Tip kreditne kartice,module,Magento_Authorizenet
Credit Card Number,Broj kreditne kartice,module,Magento_Authorizenet
Expiration Date,Datum isteka,module,Magento_Authorizenet
Card Verification Number,Verifikacijski broj kartice,module,Magento_Authorizenet
Fraud Detection,Otkrivanje prijevara,module,Magento_Authorizenet
FDS Filter Action,FDS Filter Action,module,Magento_Authorizenet
AVS Response,AVS odgovor,module,Magento_Authorizenet
Card Code Response,Odgovor šifre kartice,module,Magento_Authorizenet
CAVV Response,CAVV odgovor,module,Magento_Authorizenet
Fraud Filters,Filteri prijevare,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,Neispravan ključ forme. Molimo osvježite stranicu.,module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,Unijeli ste nevažeći tajni ključ. Molimo osvježite stranicu.,module,Magento_Backend
Cache Storage Management,Upravljanje pohranom memorije,module,Magento_Backend
Flush Magento Cache,Očistite Magento memoriju,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,Memorija za pohranu može sadržavati dodatne podatke. Jeste li sigurni da ju želite isprazniti?,module,Magento_Backend
Flush Cache Storage,Očistite zapise memorije,module,Magento_Backend
Invalidated,Poništeno,module,Magento_Backend
Orders,Narudžbe,module,Magento_Backend
Amounts,Iznosi,module,Magento_Backend
Bestsellers,Najprodavaniji,module,Magento_Backend
Most Viewed Products,Najgledaniji proizvodi,module,Magento_Backend
New Customers,Novi kupci,module,Magento_Backend
Customers,Kupci,module,Magento_Backend
Customer,Kupac,module,Magento_Backend
Guest,Gost,module,Magento_Backend
Items,Proizvodi,module,Magento_Backend
Total,Ukupno,module,Magento_Backend
Lifetime Sales,Ukupna prodaja,module,Magento_Backend
Average Order,Prosječna narudžba,module,Magento_Backend
Average,Prosjek,module,Magento_Backend
Product,Proizvod,module,Magento_Backend
Price,Cijena,module,Magento_Backend
Quantity,Količina,module,Magento_Backend
Views,Pregledi,module,Magento_Backend
Revenue,Prihod,module,Magento_Backend
Tax,Porez,module,Magento_Backend
Shipping,Dostava,module,Magento_Backend
"Images (.gif, .jpg, .png)","Slike (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Medij (.avi, .flv, .swf)",module,Magento_Backend
All Files,Svi dokumenti,module,Magento_Backend
Reset to Default,Vratite na zadano,module,Magento_Backend
All Store Views,Svi pregledi trgovine,module,Magento_Backend
What is this?,Što je ovo?,module,Magento_Backend
Save Account,Spremite profil,module,Magento_Backend
My Account,Moj profil,module,Magento_Backend
Account Information,Podaci o profilu,module,Magento_Backend
User Name,Korisničko ime,module,Magento_Backend
First Name,Ime,module,Magento_Backend
Last Name,Prezime,module,Magento_Backend
Email,e-mail,module,Magento_Backend
User Email,Korisnički e-mail,module,Magento_Backend
New Password,Nova lozinka,module,Magento_Backend
Password Confirmation,Potvrda lozinke,module,Magento_Backend
Interface Locale,Lokalno sučelje,module,Magento_Backend
Current User Identity Verification,Trenutna verifikacija korisničkog identiteta,module,Magento_Backend
Your Password,Vaša lozinka,module,Magento_Backend
Save Cache Settings,Spremite postavke memorije,module,Magento_Backend
Catalog Rewrites,Preinake kataloga,module,Magento_Backend
Refresh,Osvježite,module,Magento_Backend
Images Cache,Memorija slika,module,Magento_Backend
Clear,Očistite,module,Magento_Backend
Search Index,Pretražite indeks,module,Magento_Backend
Rebuild,Obnovite,module,Magento_Backend
Inventory Stock Status,Status zaliha,module,Magento_Backend
Rebuild Catalog Index,Obnovi index kataloga,module,Magento_Backend
Rebuild Flat Catalog Category,Obnovi Flat Catalog Category,module,Magento_Backend
Rebuild Flat Catalog Product,Obnovi Flat Catalog Product,module,Magento_Backend
Cache Control,Kontrola memorije,module,Magento_Backend
All Cache,Sva memorija,module,Magento_Backend
No change,Bez promjene,module,Magento_Backend
Disable,Onemogućite,module,Magento_Backend
Enable,Omogućite,module,Magento_Backend
Add Design Change,Dodajte izmjenu dizajna,module,Magento_Backend
Back,Povratak,module,Magento_Backend
Delete,Uklonite,module,Magento_Backend
Are you sure?,Jeste li sigurni?,module,Magento_Backend
Save,Spremite,module,Magento_Backend
Edit Design Change,Uredite promjene u izgledu,module,Magento_Backend
New Store Design Change,Novi izgled trgovine,module,Magento_Backend
General Settings,Opće postavke,module,Magento_Backend
Store,Trgovina,module,Magento_Backend
-- Please Select --,-- Molimo odaberite --,module,Magento_Backend
Custom Design,Proizvoljni izgled,module,Magento_Backend
Date From,Datum od,module,Magento_Backend
Date To,Datum do,module,Magento_Backend
Design Change,Promjena izgleda,module,Magento_Backend
General,Opće,module,Magento_Backend
Cancel,Otkažite,module,Magento_Backend
Delete %1 '%2',Uklonite %1 '%2',module,Magento_Backend
Delete %1,Uklonite %1,module,Magento_Backend
Block Information,Blokirajte informaciju,module,Magento_Backend
Backup Options,Mogućnosti kopije,module,Magento_Backend
Create DB Backup,Kreiraj DB kopiju,module,Magento_Backend
Yes,Da,module,Magento_Backend
No,Ne,module,Magento_Backend
Delete Store,Obrišite trgovinu,module,Magento_Backend
Delete Web Site,Obrišite web stranicu,module,Magento_Backend
Save Web Site,Sačuvajte web stranicu,module,Magento_Backend
Save Store,Sačuvajte trgovinu,module,Magento_Backend
Save Store View,Sačuvajte izgled trgovine,module,Magento_Backend
Delete Store View,Obrišite izgled trgovine,module,Magento_Backend
Edit Web Site,Uredite web stranicu,module,Magento_Backend
New Web Site,Nova web stranica,module,Magento_Backend
Edit Store,Uredite trgovinu,module,Magento_Backend
New Store,Nova trgovina,module,Magento_Backend
Edit Store View,Uredite izgled trgovine,module,Magento_Backend
New Store View,Novi izgled trgovine,module,Magento_Backend
Store Information,Spremite informaciju,module,Magento_Backend
Web Site,Web stranica,module,Magento_Backend
Name,Ime,module,Magento_Backend
Root Category,Glavna kategorija,module,Magento_Backend
Default Store View,Zadani izgled trgovine,module,Magento_Backend
Store View Information,Informacije izgleda trgovine,module,Magento_Backend
Code,Kod,module,Magento_Backend
Status,Status,module,Magento_Backend
Disabled,Nije omogućeno,module,Magento_Backend
Enabled,Omogućeno,module,Magento_Backend
Sort Order,Sortiraj prema,module,Magento_Backend
Web Site Information,Informacija o web stranici,module,Magento_Backend
Default Store,Zadana trgovina,module,Magento_Backend
Set as Default,Postavite kao zadano,module,Magento_Backend
Stores,Trgovine,module,Magento_Backend
Create Website,Kreirajte web stranicu,module,Magento_Backend
Create Store,Kreirajte trgovinu,module,Magento_Backend
Create Store View,Kreirajte pregled trgovine,module,Magento_Backend
Home,Početno,module,Magento_Backend
Reset,Reset,module,Magento_Backend
Are you sure you want to do this?,Jeste li sigurni da želite ovo napraviti?,module,Magento_Backend
Add New Image,Dodajte novu sliku,module,Magento_Backend
Export block for grid %1 is not defined,Izvozni blok za mrežu %1 nije definiran,module,Magento_Backend
Reset Filter,Resetirajte filter,module,Magento_Backend
Search,Pretražite,module,Magento_Backend
Any,Bilo koji,module,Magento_Backend
All Countries,Sve zemlje,module,Magento_Backend
From,Od,module,Magento_Backend
To,Do,module,Magento_Backend
Date selector,Odaberite datum,module,Magento_Backend
[ deleted ],[ uklonjeno ],module,Magento_Backend
Select All,Odaberite sve,module,Magento_Backend
[deleted],[uklonjeno],module,Magento_Backend
We couldn't find any records.,Nismo pronašli nikakve zapise.,module,Magento_Backend
Add New,Dodajte novo,module,Magento_Backend
Invalid export type supplied for grid export block,Neispravna vrsta eksporta za grid eksport,module,Magento_Backend
Export,Izvoz,module,Magento_Backend
Please correct the column format and try again.,Molimo ispravite format stupca i pokušajte ponovno.,module,Magento_Backend
Please select items.,Molimo odaberite proizvode.,module,Magento_Backend
Submit,Pošaljite,module,Magento_Backend
Unknown block type,Nepoznata vrsta bloka,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,Molimo ispravite karticu konfiguracija i pokušajte ponovno. Kartica ID ne smije biti prazna,module,Magento_Backend
Please correct the tab configuration and try again.,Molimo ispravite karticu konfiguracija i pokušajte ponovno.,module,Magento_Backend
You have logged out.,Odjavili ste se.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Odabrana vrsta memorije ne postoji: %1,module,Magento_Backend
The image cache was cleaned.,Memorija slika je očišćena.,module,Magento_Backend
